appid,name,release_date,developer,publisher,positive_reviews,negative_reviews,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,ccu,english,categories,genres
332800,Five Nights at Freddy's 2,2014-11-10,Scott Cawthon,Scott Cawthon,10944,872,"500,000 - 1,000,000",184,0,162,0,7.99,20,1,Single-player,Indie
507390,Gone In November,2016-08-18,Florastamine,Sometimes You,230,128,"200,000 - 500,000",212,0,218,0,0.99,0,1,Single-player;Steam Trading Cards,Adventure;Indie
201810,Wolfenstein: The New Order,2014-05-19,MachineGames,Bethesda Softworks,39946,4066,"2,000,000 - 5,000,000",858,57,689,57,19.99,614,1,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action
326460,ShellShock Live,2015-03-11,kChamp Games,kChamp Games,26125,1855,"1,000,000 - 2,000,000",2904,0,518,0,6.99,758,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Action;Casual;Indie;Massively Multiplayer;Strategy;Early Access
588950,Kingsway,2017-07-18,Andrew Morrish,Adult Swim Games,1104,110,"100,000 - 200,000",435,0,575,0,9.99,106,1,Single-player;Steam Achievements,Adventure;RPG;Simulation
13540,Tom Clancy's Rainbow Six Vegas,2008-04-09,Ubisoft Montreal,Ubisoft,651,172,"100,000 - 200,000",188,0,276,0,9.99,6,1,Single-player;Multi-player,Action
46450,Grotesque Tactics: Evil Heroes,2010-10-15,Silent Dreams,Headup,248,158,"100,000 - 200,000",34,0,46,0,9.99,0,1,Single-player;Steam Achievements,Indie;RPG;Strategy
203140,Hitman: Absolution,2012-11-19,Io-Interactive A/S,Io-Interactive A/S,32848,3171,"2,000,000 - 5,000,000",806,0,575,0,19.99,273,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action
251170,Damned,2014-10-06,9heads Game Studios,9heads Game Studios,2691,1110,"200,000 - 500,000",456,0,360,0,19.99,2,1,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure
6550,Devil May Cry 3 Special Edition,2007-06-12,"CAPCOM Co., Ltd.",Capcom,1923,1294,"200,000 - 500,000",401,0,593,0,19.99,16,1,Single-player;Partial Controller Support,Action
318220,Enforcer: Police Crime Action,2014-10-24,Odin Game Studio,Excalibur Publishing,1085,1198,"100,000 - 200,000",381,0,492,0,19.99,0,1,Single-player;Steam Trading Cards,Action;Adventure;Simulation
303210,The Beginner's Guide,2015-10-01,Everything Unlimited Ltd.,Everything Unlimited Ltd.,15167,2273,"200,000 - 500,000",101,0,108,0,9.99,9,1,Single-player;Captions available;Partial Controller Support,Adventure;Indie
228280,Baldur's Gate: Enhanced Edition,2013-01-16,Beamdog,Beamdog,9816,958,"1,000,000 - 2,000,000",1301,16,493,22,19.99,626,1,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,RPG;Strategy
407840,Guardians of Orion (Phase 2),2016-12-21,DANKIE,DANKIE,1990,1665,"200,000 - 500,000",807,0,299,0,0.99,3,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Stats,Action;Indie;RPG
246620,Plague Inc: Evolved,2016-02-18,Ndemic Creations,Ndemic Creations,39376,2325,"2,000,000 - 5,000,000",667,35,320,35,14.99,370,1,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Casual;Indie;Simulation;Strategy
4000,Garry's Mod,2006-11-29,Facepunch Studios,Valve,741174,26064,"20,000,000 - 50,000,000",10831,873,1320,173,9.99,26977,1,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Indie;Simulation
328500,Potatoman Seeks the Troof,2014-12-03,Pixeljam,Pixeljam,549,191,"100,000 - 200,000",243,0,380,0,3.99,2,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Indie
978270,Sam & Dan: Floaty Flatmates,2018-12-12,Pelican Party Studios,Pelican Party Studios,473,38,"100,000 - 200,000",0,0,0,0,0.0,0,1,Online Multi-Player;Online Co-op,Action;Adventure;Free to Play;Indie;Strategy
329380,Stealth Inc 2: A Game of Clones,2015-04-30,Carbon,Curve Games,726,221,"200,000 - 500,000",250,0,259,0,14.99,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards;Includes level editor,Action;Adventure;Indie
252610,Death Road to Canada,2016-07-21,"Rocketcat Games, Madgarden",Rocketcat Games,5666,403,"200,000 - 500,000",234,0,182,0,14.99,68,1,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG
239840,Dead State: Reanimated,2014-12-04,DoubleBear Productions,DoubleBear Productions,1675,600,"100,000 - 200,000",700,0,855,0,19.99,20,1,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG;Strategy
488310,Eleven Table Tennis,2016-09-22,For Fun Labs,For Fun Labs,2402,117,"100,000 - 200,000",150,0,126,0,19.99,31,1,Single-player;Online Multi-Player,Casual;Simulation;Sports
435530,The Final Station,2016-08-30,DO MY BEST,tinyBuild,5641,896,"200,000 - 500,000",164,283,181,283,14.99,19,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure;Indie
612880,Wolfenstein II: The New Colossus,2017-10-26,Machine Games,Bethesda Softworks,24097,6603,"1,000,000 - 2,000,000",891,276,697,348,39.99,571,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action
386480,Blood Code,2015-12-28,"ZiX Solutions, Weixi Studio",ZiX Solutions,1468,533,"100,000 - 200,000",199,0,211,0,9.99,2,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie;Simulation;Strategy
447820,Day of Infamy,2017-03-23,New World Interactive,New World Interactive,17779,3688,"1,000,000 - 2,000,000",1400,0,607,0,14.99,80,1,Online Multi-Player;Online Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Includes level editor;Includes Source SDK,Action;Indie;Strategy
33930,Arma 2: Operation Arrowhead,2010-06-29,Bohemia Interactive,Bohemia Interactive,19650,1631,"2,000,000 - 5,000,000",4117,0,258,0,19.99,429,1,Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor,Action;Simulation;Strategy
368430,Through the Woods,2016-10-27,Antagonist,1C Entertainment,879,328,"100,000 - 200,000",130,0,172,0,19.99,5,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie
204360,Castle Crashers,2012-09-26,The Behemoth,The Behemoth,82657,3251,"5,000,000 - 10,000,000",546,54,275,90,14.99,583,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG
489940,BATTALION 1944,2018-02-01,Bulkhead Interactive,Square Enix,9754,6205,"500,000 - 1,000,000",1928,0,436,0,19.99,2,1,Multi-player;Online Multi-Player;Steam Achievements;In-App Purchases;Partial Controller Support,Action;Massively Multiplayer;Early Access
207650,A Virus Named TOM,2012-08-01,Misfits Attic,Misfits Attic,401,313,"200,000 - 500,000",457,0,468,0,9.99,0,1,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy
732430,Superflight,2017-11-08,GrizzlyGames,GrizzlyGames,9168,324,"200,000 - 500,000",29,0,32,0,2.99,30,1,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie;Racing;Sports
105600,Terraria,2011-05-16,Re-Logic,Re-Logic,854565,17857,"20,000,000 - 50,000,000",6732,455,2121,181,9.99,48257,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG
613010,Secret in Story,2017-06-19,Luo Zhi En,Luo Zhi En,62,31,"500,000 - 1,000,000",237,0,256,0,0.99,0,1,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie
611980,Oik 2,2017-03-28,Crew Lab,Crew Lab,1084,80,"100,000 - 200,000",169,0,229,0,0.99,3,1,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie
346180,David.,2015-02-16,Fermenter Games,Fermenter Games,573,156,"100,000 - 200,000",74,50,110,50,1.99,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie
216110,Tiny Troopers,2012-08-24,Kukouri,Iceberg Interactive,897,214,"100,000 - 200,000",23,0,25,0,4.99,2,1,Single-player,Action;Indie;Strategy
356500,STAR WARS Galactic Battlegrounds Saga,2016-03-01,Ensemble Studios,"Disney, Lucasfilm, LucasArts",2717,283,"200,000 - 500,000",594,0,260,0,5.99,126,1,Single-player;Local Multi-Player;Steam Cloud,Action;Strategy
266410,iRacing,2015-01-12,"iRacing.com Motorsport Simulations, iRacing","iRacing.com Motorsport Simulations, iRacing",1804,279,"200,000 - 500,000",503,0,1003,0,0.0,104,1,Single-player;Multi-player;MMO;VR Support;Partial Controller Support,Massively Multiplayer;Racing;Simulation;Sports
9340,Company of Heroes: Opposing Fronts,2007-09-24,Relic Entertainment,SEGA,821,69,"1,000,000 - 2,000,000",291,0,40,0,19.99,50,1,Single-player;Multi-player;Steam Cloud,Action;Strategy
226560,Escape Dead Island,2014-11-20,Fatshark,Deep Silver,691,451,"100,000 - 200,000",220,0,253,0,14.99,4,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure
678800,SAS: Zombie Assault 4,2017-10-16,Ninja Kiwi,Ninja Kiwi,4978,875,"500,000 - 1,000,000",112,604,47,604,0.0,229,1,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases;Steam Leaderboards,Action;Free to Play;RPG
382050,Eon Altar,2016-06-22,Flying Helmet Games,Flying Helmet Games,625,93,"100,000 - 200,000",336,0,381,0,4.99,3,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG
585710,Blazing Beaks,2017-11-15,Applava,Applava,1229,195,"100,000 - 200,000",658,0,835,0,14.99,15,1,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Indie;Early Access
400910,Rabi-Ribi,2016-01-28,"CreSpirit, GemaYue",CreSpirit,9410,273,"200,000 - 500,000",1540,0,927,0,17.99,82,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie
658570,FURIDASHI: Drift Cyber Sport,2017-11-02,Drift Physics Crew,Drift Physics Crew,995,207,"200,000 - 500,000",0,0,0,0,17.99,4,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports
243800,Gas Guzzlers Extreme,2013-10-08,Gamepires,Gamepires,3024,479,"200,000 - 500,000",135,0,136,0,24.99,5,1,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Action;Racing;Sports
406150,Refunct,2015-10-16,Dominique Grieshofer,Dominique Grieshofer,15394,697,"200,000 - 500,000",113,0,131,0,2.99,7,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie
588030,Derail Valley,2019-01-25,Altfuture,Altfuture,2027,142,"100,000 - 200,000",681,0,682,0,19.99,51,1,Single-player,Indie;Simulation;Early Access
346110,ARK: Survival Evolved,2017-08-27,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,388725,91242,"10,000,000 - 20,000,000",13700,1119,1575,433,29.99,49997,1,Single-player;Multi-player;MMO;Co-op;Steam Achievements;Full controller support;VR Support;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Action;Adventure;Indie;Massively Multiplayer;RPG
271590,Grand Theft Auto V,2015-04-13,Rockstar North,Rockstar Games,1046867,200830,"20,000,000 - 50,000,000",12414,685,6283,187,29.98,101552,1,Single-player;Multi-player;Steam Achievements;Full controller support,Action;Adventure
874240,MU Legend,2018-08-06,VALOFE,VALOFE,1756,1822,"500,000 - 1,000,000",1507,0,1140,0,0.0,42,1,Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases,Action;Adventure;Free to Play;Massively Multiplayer;RPG
356050,Beyond Eyes,2015-08-11,"Tiger and Squid, Team17 Digital Ltd",Team17 Digital Ltd,963,479,"100,000 - 200,000",133,0,220,0,0.0,2,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Adventure;Indie
491950,Orwell: Keeping an Eye On You,2016-10-27,Osmotic Studios,Osmotic Studios,12066,1164,"1,000,000 - 2,000,000",12402,15229,254,15229,9.99,31,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Simulation
764050,Maelstrom,2018-04-11,"Gunpowder Games, Inc.",Double Jump Publishing,1967,404,"200,000 - 500,000",283,0,397,0,0.0,4,1,Multi-player;Online Multi-Player;Partial Controller Support;Steam Cloud,Action;Indie;Massively Multiplayer;Simulation;Strategy;Early Access
262150,Vanguard Princess,2014-03-03,Tomoaki Sugeno,eigoMANGA,2016,838,"200,000 - 500,000",205,0,246,0,4.99,1,1,Single-player;Local Multi-Player;Shared/Split Screen;Steam Trading Cards;Captions available;Steam Workshop;Partial Controller Support,Sexual Content;Action;Casual;Indie
304430,INSIDE,2016-07-07,Playdead,Playdead,33082,1274,"1,000,000 - 2,000,000",262,176,242,176,19.99,112,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie
394970,DEADBOLT,2016-03-14,Hopoo Games,Hopoo Games,3870,166,"200,000 - 500,000",195,0,209,0,9.99,26,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Indie
372360,Tales of Symphonia,2016-02-01,BANDAI NAMCO Entertainment Inc.,BANDAI NAMCO Entertainment,3240,555,"500,000 - 1,000,000",503,0,698,0,19.99,93,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG
340150,Basement,2015-04-30,Halfbus,Halfbus,1421,583,"100,000 - 200,000",192,0,248,0,19.99,9,1,Single-player,Indie;Simulation;Strategy;Early Access
200510,XCOM: Enemy Unknown,2012-10-11,"Firaxis Games, Feral Interactive (Linux)","2K, Feral Interactive (Linux)",45504,2649,"2,000,000 - 5,000,000",3636,0,1039,0,29.99,1021,1,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Strategy
502230,Monsters' Den: Book of Dread,2016-07-19,Monstrum,Monstrum,130,8,"100,000 - 200,000",0,0,0,0,4.99,2,1,Single-player;Steam Trading Cards;Steam Cloud,Casual;Indie;RPG;Strategy
391220,Rise of the Tomb Raider,2016-02-09,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes","Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",101358,6583,"2,000,000 - 5,000,000",1156,32,758,32,29.99,1737,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure
435790,10 Second Ninja X,2016-07-19,Four Circle Interactive,Curve Games,1956,437,"200,000 - 500,000",107,0,16,0,9.99,9,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie
335820,Dream Of Mirror Online,2015-08-14,SoftStar,SubaGames,288,224,"100,000 - 200,000",8,0,12,0,0.0,7,1,MMO;Steam Trading Cards,Adventure;Free to Play;Massively Multiplayer;RPG
863550,HITMAN 2,2018-11-13,IO Interactive A/S,IO Interactive A/S,56515,5536,"5,000,000 - 10,000,000",675,554,272,1007,99.99,1594,1,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Cloud,Action
113420,Fallen Earth Free2Play,2012-02-22,Little Orbit,Little Orbit,4041,3056,"1,000,000 - 2,000,000",309,0,57,0,0.0,119,1,Multi-player;MMO;Co-op;Steam Achievements,Free to Play;Massively Multiplayer;RPG
260210,Assassin’s Creed Liberation HD,2014-01-15,Ubisoft Sofia,Ubisoft,1193,896,"200,000 - 500,000",2449,0,2664,0,19.99,7,1,Single-player,Action;Adventure
390710,Acceleration of SUGURI 2,2018-03-07,Orange_Juice,Fruitbat Factory,826,230,"100,000 - 200,000",161,0,72,0,8.99,11,1,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie
436320,Raw Data,2017-10-05,Survios,Survios,1867,501,"100,000 - 200,000",182,0,146,0,39.99,4,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;VR Support;SteamVR Collectibles;Steam Cloud,Action;Indie;Strategy
696170,SENRAN KAGURA Peach Beach Splash,2018-03-07,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",2661,693,"200,000 - 500,000",183,0,244,0,29.99,14,1,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action
50300,Spec Ops: The Line,2012-06-28,YAGER,"2K, Missing Link Games",42639,3241,"2,000,000 - 5,000,000",326,2,254,2,29.99,88,1,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure
927270,Accounting+,2018-10-18,"Crows Crows Crows, Squanch Games",Crows Crows Crows,541,137,"50,000 - 100,000",253,0,301,0,11.99,4,1,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;Simulation
219340,The Banner Saga: Factions,2013-02-25,Stoic,Versus Evil,604,217,"200,000 - 500,000",26,0,41,0,0.0,0,1,Multi-player;Cross-Platform Multiplayer,Free to Play;Indie;RPG;Strategy
505750,Trimmer Tycoon,2016-11-04,Improx Games,Improx Games,456,236,"200,000 - 500,000",14,0,15,0,0.0,0,1,Single-player;Steam Achievements;Steam Leaderboards,Casual;Free to Play;Indie;Simulation;Strategy
585560,Finnish Roller,2017-01-31,Tero Lunkka,Tero Lunkka,35,63,"200,000 - 500,000",223,0,221,0,0.99,2,1,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie
603360,CryptoMoneya,2017-09-03,azimut team,azimut team,82,51,"200,000 - 500,000",378,0,447,0,0.99,5,1,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie
366320,Seasons after Fall,2016-09-02,Swing Swing Submarine,Focus Home Interactive,2049,476,"100,000 - 200,000",231,0,287,0,9.99,8,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie
